part_id,part_name,category,kid_friendly_name,what_it_does,skill_level,voltage,usual_qty,buy_search_term,compatible_with,example_projects,common_mistake,safety_note,online_search_robu,online_search_robocraze,online_search_amazon_in,local_store_search_term,priority,applicable_robot_types,why_add,source_gap_id
UAV-005,FPV Camera,Drone / Aerial Robotics,Flying robot part,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Varies by model; verify rated voltage,1+,FPV Camera,Flight controller; battery; frame; telemetry,Drone,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=FPV+Camera&post_type=product,https://robocraze.com/search?q=FPV+Camera,https://www.amazon.in/s?k=FPV+Camera,FPV Camera,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-224
UAV-006,Flight Controller,Drone / Aerial Robotics,Flying robot part,Provides electronic control for motors or robot subsystems.,Intermediate,Varies by model; verify rated voltage,1+,Flight Controller,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Flight+Controller&post_type=product,https://robocraze.com/search?q=Flight+Controller,https://www.amazon.in/s?k=Flight+Controller,Flight Controller,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-220
UAV-007,GPS Compass Module,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,3.3–5V logic; verify model,1+,GPS Compass Module,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=GPS+Compass+Module&post_type=product,https://robocraze.com/search?q=GPS+Compass+Module,https://www.amazon.in/s?k=GPS+Compass+Module,GPS Compass Module,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-222
UAV-008,Landing Gear,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,Varies by model; verify rated voltage,1+,Landing Gear,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Landing+Gear&post_type=product,https://robocraze.com/search?q=Landing+Gear,https://www.amazon.in/s?k=Landing+Gear,Landing Gear,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-227
UAV-009,Power Distribution Board for Drone,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,Varies by model; verify rated voltage,1+,Power Distribution Board for Drone,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Power+Distribution+Board+for+Drone&post_type=product,https://robocraze.com/search?q=Power+Distribution+Board+for+Drone,https://www.amazon.in/s?k=Power+Distribution+Board+for+Drone,Power Distribution Board for Drone,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-221
UAV-010,Propeller Set,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,Varies by model; verify rated voltage,4+ for quadcopter,Propeller Set,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.",Remove propellers during bench tests and keep hands clear of rotating parts.,https://robu.in/?s=Propeller+Set&post_type=product,https://robocraze.com/search?q=Propeller+Set,https://www.amazon.in/s?k=Propeller+Set,Propeller Set,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-219
UAV-011,Telemetry Radio,Drone / Aerial Robotics,Flying robot part,"Supports propulsion, stabilization or navigation of aerial robots.",Intermediate,Varies by model; verify rated voltage,1+,Telemetry Radio,Flight controller; battery; frame; telemetry,Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Telemetry+Radio&post_type=product,https://robocraze.com/search?q=Telemetry+Radio,https://www.amazon.in/s?k=Telemetry+Radio,Telemetry Radio,P2,Quadcopter; UAV; VTOL,"Needed if the database is intended to cover all robot types, including aerial robots.",GAP-223
PNE-001,Air Reservoir,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Air Reservoir,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Air+Reservoir&post_type=product,https://robocraze.com/search?q=Air+Reservoir,https://www.amazon.in/s?k=Air+Reservoir,Air Reservoir,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-254
PNE-002,Hydraulic Mini Cylinder,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Hydraulic Mini Cylinder,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Depressurize before servicing and stay within pressure ratings.,https://robu.in/?s=Hydraulic+Mini+Cylinder&post_type=product,https://robocraze.com/search?q=Hydraulic+Mini+Cylinder,https://www.amazon.in/s?k=Hydraulic+Mini+Cylinder,Hydraulic Mini Cylinder,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-255
PNE-003,Mini Pneumatic Cylinder,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Mini Pneumatic Cylinder,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Depressurize before servicing and stay within pressure ratings.,https://robu.in/?s=Mini+Pneumatic+Cylinder&post_type=product,https://robocraze.com/search?q=Mini+Pneumatic+Cylinder,https://www.amazon.in/s?k=Mini+Pneumatic+Cylinder,Mini Pneumatic Cylinder,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-250
PNE-004,Pneumatic Regulator,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Pneumatic Regulator,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Depressurize before servicing and stay within pressure ratings.,https://robu.in/?s=Pneumatic+Regulator&post_type=product,https://robocraze.com/search?q=Pneumatic+Regulator,https://www.amazon.in/s?k=Pneumatic+Regulator,Pneumatic Regulator,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-251
PNE-005,Pneumatic Tubing,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Pneumatic Tubing,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Depressurize before servicing and stay within pressure ratings.,https://robu.in/?s=Pneumatic+Tubing&post_type=product,https://robocraze.com/search?q=Pneumatic+Tubing,https://www.amazon.in/s?k=Pneumatic+Tubing,Pneumatic Tubing,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-252
PNE-006,Pressure Relief Valve,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Pressure Relief Valve,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Depressurize before servicing and stay within pressure ratings.,https://robu.in/?s=Pressure+Relief+Valve&post_type=product,https://robocraze.com/search?q=Pressure+Relief+Valve,https://www.amazon.in/s?k=Pressure+Relief+Valve,Pressure Relief Valve,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-256
PNE-007,Push-Fit Pneumatic Fittings,Pneumatics & Hydraulics,Air/fluid motion part,Controls fluid-powered robot motion.,Advanced,Passive / model dependent,1+,Push-Fit Pneumatic Fittings,Valves; regulator; tubing; controller; actuator,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Depressurize before servicing and stay within pressure ratings.,https://robu.in/?s=Push-Fit+Pneumatic+Fittings&post_type=product,https://robocraze.com/search?q=Push-Fit+Pneumatic+Fittings,https://www.amazon.in/s?k=Push-Fit+Pneumatic+Fittings,Push-Fit Pneumatic Fittings,P2,Industrial; Soft Robot; Large Robot,Covers fluid-powered actuation used in larger or compliant robots.,GAP-253
SFT-001,Artificial Muscle / SMA Actuator,Soft Robotics & Bio-Inspired,Soft robot part,Converts electrical or fluid power into controlled robot motion.,Intermediate,Passive / model dependent,1+,Artificial Muscle / SMA Actuator,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Artificial+Muscle+%2F+SMA+Actuator&post_type=product,https://robocraze.com/search?q=Artificial+Muscle+%2F+SMA+Actuator,https://www.amazon.in/s?k=Artificial+Muscle+%2F+SMA+Actuator,Artificial Muscle / SMA Actuator,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-246
SFT-002,Compliant Silicone Foot,Soft Robotics & Bio-Inspired,Soft robot part,Provides compliant or biologically inspired sensing and actuation.,Intermediate,Passive / model dependent,1+,Compliant Silicone Foot,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Compliant+Silicone+Foot&post_type=product,https://robocraze.com/search?q=Compliant+Silicone+Foot,https://www.amazon.in/s?k=Compliant+Silicone+Foot,Compliant Silicone Foot,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-248
SFT-003,Elastic Tendon Cord,Soft Robotics & Bio-Inspired,Soft robot part,Provides compliant or biologically inspired sensing and actuation.,Intermediate,Passive / model dependent,1+,Elastic Tendon Cord,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Elastic+Tendon+Cord&post_type=product,https://robocraze.com/search?q=Elastic+Tendon+Cord,https://www.amazon.in/s?k=Elastic+Tendon+Cord,Elastic Tendon Cord,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-247
SFT-004,Flexible Bend Sensor,Soft Robotics & Bio-Inspired,Soft robot part,Provides compliant or biologically inspired sensing and actuation.,Intermediate,3.3–5V logic; verify model,1+,Flexible Bend Sensor,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Flexible+Bend+Sensor&post_type=product,https://robocraze.com/search?q=Flexible+Bend+Sensor,https://www.amazon.in/s?k=Flexible+Bend+Sensor,Flexible Bend Sensor,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-244
SFT-005,Flexible PCB Sensor,Soft Robotics & Bio-Inspired,Soft robot part,Provides compliant or biologically inspired sensing and actuation.,Intermediate,3.3–5V logic; verify model,1+,Flexible PCB Sensor,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Flexible+PCB+Sensor&post_type=product,https://robocraze.com/search?q=Flexible+PCB+Sensor,https://www.amazon.in/s?k=Flexible+PCB+Sensor,Flexible PCB Sensor,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-249
SFT-006,Mini Air Pump,Soft Robotics & Bio-Inspired,Soft robot part,Provides compliant or biologically inspired sensing and actuation.,Intermediate,Passive / model dependent,1+,Mini Air Pump,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Mini+Air+Pump&post_type=product,https://robocraze.com/search?q=Mini+Air+Pump,https://www.amazon.in/s?k=Mini+Air+Pump,Mini Air Pump,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-240
SFT-007,Mini Vacuum Pump,Soft Robotics & Bio-Inspired,Soft robot part,Provides compliant or biologically inspired sensing and actuation.,Intermediate,Passive / model dependent,1+,Mini Vacuum Pump,Soft structures; pumps/valves; MCU; compliant mechanisms,Soft Gripper Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Mini+Vacuum+Pump&post_type=product,https://robocraze.com/search?q=Mini+Vacuum+Pump,https://www.amazon.in/s?k=Mini+Vacuum+Pump,Mini Vacuum Pump,P2,Soft Robot; Animaloid; Wearable; Bio-inspired,Required for soft-bodied and biologically inspired robot mechanisms.,GAP-241
